Title,Price,Description,Condition,GenreNew,
Automotive/Boat Brochures,100,"Up for sale is a large box of over 120 like new Automotive brochures. Also have several dozen boat brochures including some rare book like brochures for expensive yachts like Sunseeker. Individually these can sell for $2 to $25 each. If someone has the time to list them they could make pretty good money. We don't have the time.

Included in the sale are:

BMW: 1992 sedan, 2003 M series, 2006 accessories

Chevy: 4 2005 Corvette data cards

Ford: 1993 cars, 2002 VIN guide, 2002 Fleet, 2003 SVT Focus, 2004 tow guide, 2004 F150 accessories, 2004 F150 DVD, 2004 F50 product preview, 2004 salesman pocket guide, 2005 Frontline magazine featuring the new GT40, 2007 GT500, 2007 Mustang, 2007 cars, 2008 Super Duty, 2010 Raptor, 2012 Explorer, 2012 Mustang, 2012 Super Duty, 2013 Explorer, 2015 Expedition, 2018 Performance, 2018 F150

Hennessey: 2010-2011 Velociraptor

Honda: 1987 full line

Infiniti: 1990 G20

Land Rover/Range Rover: 2003 One Life,  2003 Gear, 2010 LR4, 2010 Sport, 2011 Evoque, 2011 Range Rover

Lexus: 2011 CT

Lincoln: 1993 Mark VIII, 2006 Navigator, 2010 Towncar, 2010 MKZ, 2010 MKX, 2010 Navigator, 2011 Navigator, 2013 Navigator, 2014 Navigator, 2018 Continental, 2018 MKC, 2018 MKX, 2018 MKX, 2018 Navigator, 2018 Navigator

Lorinser: 14 assorted catalogs for 2000's era Mercedes vehicles

Mazda: 2016 MX5

Mercury: 2003 accessories

Mercedes Benz: 1989 190E, 1992 S, 1992 S marketing, 1992 analysis, 2000 CL, 2002 SL, 2004 full line, 2006 SL accessories, 2006 CLS, 2008 S, 2008 SL, 2008 C, 2008 CL, 2008 SUV, 2008 CLS, 2008 Life Style, 2013 E, 1915 S Coupe, 2016 S Coupe

Mitsubishi: 1992 3000GT

Nissan: 1989 200SX, 1991 Z

VW: 2-2004 Touareg



















































Keywords: Brochure, literature, car, truck, SUV, boat, yacht",0,Engineering & Transportation,
Automobile Magazines Big Variety,475,"I am cleaning out my collection of vintage automobile magazines back to the 60's. Mostly from the 90's until late teens.  Look closely as there are too many titles/series to identify. Every one of these came from my personal subscriptions to that particular magazine.

There are a total of 16-17 banker boxes full of this collection. Please look closely at my pictures!

Please CALL as I do not respond well to texts or emails!",0,"Arts, Crafts & Photography",
Everyday FOOD - Martha Stewart #1-98,10,"Everyday FOOD magazines by Martha Stewart 
Issues #1 - 98
#1 - Jan/Feb 2003
#98 - Dec 2012
Good to excellent condition 
plus two guides for recipe location and additional supplements",0,"Cookbooks, Food & Wine",
Obama:  An Intimate Portrait,20,"This book is still sealed in shrink wrap and has never been opened.

It lists at $50.  The cheapest ""new"" price I could find on Amazon was $27.

I can meet in a Bellevue Starbucks.  Please call or text.",0,Biographies & Memoirs,
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
Automotive Magazine Collection,20000,"Our club has been collecting automotive literature for the last 15 years with the idea of developing an online research library covering cars, trucks, motorcycles, hot rods, custom cars, etc. The project has outgrown our ability to continue and so the complete collection is to be sold off at one time. There are many thousands of individual magazines and hundreds of different titles going back to the 1940's in some cases. The bulk of the titles are hot rod based (Popular Hot Rodding, Street Rodder, Hot Rod, and many other mainstream titles) and there are lots of less well known, out of print labels also. If you imagine the volume of magazines here and what they may be worth in a retail situation and you are inclined to take on the effort, then this is for you. Please contact us thru Craigslist. A more detailed list of the titles included can be forwarded upon request. The list covers names of magazines only, not the number of issues of each title. Be prepared- there are lots of magazines here. Selling the collection for $20,000.",0,Engineering & Transportation,Engineering & Transportation
